,month,temp_avg,temp_max,temp_min,region,short_description,latitude,longitude,Services voyage (% exports de services),Accès électricité (% pop),Densité de population (hab/km²),Pop. dans grandes agglomérations (%),Accès Internet (% pop),PIB par habitant (USD),Accès eau potable (% pop),Médecins (pour 1000 habitants),Dépenses santé par habitant (USD),Pauvreté < 3$/jour (% pop),Pauvreté seuil national (% pop),Revenu 40% les plus pauvres ($/jour),Revenu moyen par habitant ($/jour),Espérance de vie (années),Population rurale (% total),Population urbaine (% total),Arrivées touristes internationaux (nb),Départs touristes internationaux (nb),Recettes tourisme (USD),Recettes tourisme (% exportations),Recettes voyages touristiques (USD),Dépenses tourisme (USD),city,nature,patrimoine,culture,restaurant,nightlife,loisirs,country
4994,9,15.2,19.9,10.4,north_america,Charming streets lined with historic buildings and a gentle sea breeze create a welcoming atmosphere perfect for leisurely exploration and relaxation.,46.234953,-63.132935,29.408234935715,100.0,4.56079784268436,44.8021259828612,93.9564,54220.3285039875,98.2905039744417,2.819,6186.65234375,0.2,22.95,40.8,77.73,81.6465853658537,17.4749435591654,82.5250564408346,32430000.0,37845898.4375,19994000000.0,3.65670128143171,11256000000.0,41247000000.0,Charlottetown,0.07,0.05,0.04,0.05,0.02,0.26,canada
5016,1,3.2,6.5,-0.1,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5038,10,12.8,18.0,8.2,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5060,11,6.6,10.2,3.2,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5082,12,4.5,7.4,1.6,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5104,2,5.9,10.6,1.7,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5126,3,8.4,13.5,3.2,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5148,4,10.9,16.5,5.3,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5170,5,15.1,20.4,9.5,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5192,6,20.0,25.6,14.4,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5214,7,21.4,27.2,15.4,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5236,8,21.3,27.4,15.6,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5258,9,17.2,23.5,11.4,europe,"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.",48.0777517,7.3579641,19.0414647963516,100.0,126.862020595603,22.927852668258,86.8364,44700.1384177544,100.0,3.281,5149.0546875,0.1,15.6,34.41,66.8,82.9292682926829,21.2195676873453,78.7804323126547,117109000.0,21287000.0,35958000000.0,4.80404188740469,32646000000.0,31193000000.0,Colmar,0.07,0.1,0.05,0.08,0.06,0.44,france
5280,1,27.2,31.3,24.0,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5302,10,27.5,30.2,25.1,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5324,11,27.3,30.7,24.5,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5346,12,27.4,31.1,24.3,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5368,2,27.9,32.1,24.7,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5390,3,28.5,32.1,25.4,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5412,4,28.9,32.3,25.8,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5434,5,28.9,31.6,26.6,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5456,6,28.7,31.0,26.3,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5478,7,28.4,30.7,26.3,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5500,8,28.2,30.5,26.1,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5522,9,27.8,30.3,25.6,asia,"Lively streets filled with the aroma of spices, historic temples, and a coastal breeze create a vibrant and welcoming atmosphere.",6.9388614,79.8542005,38.180356791846,100.0,356.239896540576,19.5003943309627,51.2,3798.89016573011,90.1950284141998,1.136,134.23654175,2.7,14.3,4.9,10.58,77.483,79.8544651557537,20.1455348442463,540000.0,305000.0,1076000000.0,8.22453929535838,682000000.0,803000000.0,Colombo,0.07,0.32,0.22,0.22,0.12,0.28,sri lanka
5544,1,27.0,31.0,24.1,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5566,10,28.1,32.7,24.5,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5588,11,28.1,32.7,24.7,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5610,12,27.6,31.9,24.4,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5632,2,27.0,31.4,23.8,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5654,3,28.0,32.8,24.3,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5676,4,28.7,33.6,24.7,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5698,5,29.0,33.3,25.5,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5720,6,28.1,32.3,24.7,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5742,7,27.9,31.7,24.7,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5764,8,28.1,32.2,24.6,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
5786,9,28.3,32.5,24.9,asia,"Lush landscapes meet urban vibrancy, with bustling markets, serene parks, and the scent of tropical fruits filling the air.",7.0648306,125.6080623,18.8662543546901,98.0,385.321122178623,14.4628040656099,83.7661,3804.08274131097,95.465506033898,0.792,194.05484009,5.3,15.5,4.37,9.93,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0,Davao,1.31,0.7,0.28,0.76,0.2,0.61,philippines
